Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
134,2/20/2023,CUST287,Male,54.0,Clothing,4,25,100
135,2/20/2023,CUST966,Male,60.0,Electronics,2,500,1000
136,2/21/2023,CUST070,Female,43.0,Clothing,1,300,300
137,2/21/2023,CUST371,Female,20.0,Beauty,1,25,25
138,2/21/2023,CUST900,Male,21.0,Clothing,2,30,60
139,2/22/2023,CUST008,Male,30.0,Electronics,4,25,100
140,2/22/2023,CUST041,Male,34.0,Clothing,2,25,50
141,2/22/2023,CUST454,Female,46.0,Beauty,1,25,25
142,2/22/2023,CUST780,Male,52.0,Electronics,2,25,50
143,2/22/2023,CUST920,Female,28.0,Beauty,3,25,75
144,2/23/2023,CUST396,Female,55.0,Beauty,1,30,30
145,2/24/2023,CUST168,Male,53.0,Clothing,1,300,300
146,2/24/2023,CUST400,Male,53.0,Clothing,4,50,200
147,2/24/2023,CUST611,Male,51.0,Beauty,3,500,1500
148,2/24/2023,CUST800,Male,32.0,Clothing,4,300,1200
149,2/25/2023,CUST272,Female,61.0,Electronics,2,50,100
150,2/25/2023,CUST473,Male,64.0,Beauty,1,50,50
151,2/25/2023,CUST506,Male,34.0,Beauty,3,500,1500
152,2/25/2023,CUST766,Male,38.0,Electronics,3,300,900
153,2/26/2023,CUST135,Male,20.0,Clothing,2,25,50
154,2/27/2023,CUST002,Female,26.0,Clothing,2,500,1000
155,2/27/2023,CUST158,Female,44.0,Electronics,2,300,600
156,2/27/2023,CUST185,Male,24.0,Clothing,1,25,25
157,2/27/2023,CUST433,Male,29.0,Beauty,4,50,200
158,2/28/2023,CUST152,Male,43.0,Electronics,4,500,2000
159,2/28/2023,CUST753,Female,32.0,Clothing,1,30,30
160,2/28/2023,CUST763,Male,34.0,Clothing,2,25,50
161,2/28/2023,CUST932,Female,45.0,Beauty,4,25,100
162,1/3/2023,CUST399,Female,42.0,Beauty,6,30,180
163,1/3/2023,CUST500,Female,42.0,Beauty,4,25,100
164,1/3/2023,CUST514,Female,18.0,Electronics,1,300,300
165,2/3/2023,CUST947,Male,50.0,Beauty,1,300,300
166,3/3/2023,CUST220,Male,64.0,Beauty,1,500,500
167,3/3/2023,CUST339,Female,22.0,Electronics,2,25,50
168,3/3/2023,CUST785,Female,31.0,Beauty,4,50,200
169,3/3/2023,CUST885,Female,52.0,Clothing,4,30,120
170,3/3/2023,CUST888,Female,52.0,Electronics,4,25,100
171,4/3/2023,CUST621,Female,40.0,Beauty,2,500,1000
172,5/3/2023,CUST052,Female,36.0,Beauty,1,300,300
173,5/3/2023,CUST536,Female,55.0,Beauty,4,30,120
174,6/3/2023,CUST197,Female,42.0,Clothing,4,50,200
175,6/3/2023,CUST750,Female,35.0,Clothing,3,25,75
176,6/3/2023,CUST910,Female,20.0,Beauty,3,50,150
177,6/3/2023,CUST917,Female,57.0,Electronics,4,50,200
178,7/3/2023,CUST198,Female,54.0,Beauty,3,300,900
179,7/3/2023,CUST444,Female,61.0,Clothing,3,30,90
180,7/3/2023,CUST547,Male,63.0,Clothing,4,500,2000
181,7/3/2023,CUST705,Male,60.0,Electronics,2,25,50
182,8/3/2023,CUST423,Female,27.0,Clothing,1,25,25
183,9/3/2023,CUST248,Male,26.0,Clothing,3,300,900
184,9/3/2023,CUST360,Male,42.0,Clothing,4,25,100
185,9/3/2023,CUST377,Female,46.0,Clothing,4,50,200
186,10/3/2023,CUST397,Female,30.0,Beauty,1,25,25
187,10/3/2023,CUST623,Male,34.0,Clothing,3,50,150
188,11/3/2023,CUST717,Male,57.0,Clothing,1,500,500
189,12/3/2023,CUST130,Female,57.0,Clothing,1,500,500
190,12/3/2023,CUST658,Male,59.0,Clothing,1,25,25
191,3/13/2023,CUST007,Male,46.0,Clothing,2,25,50
192,3/13/2023,CUST119,Female,60.0,Clothing,3,50,150
193,3/13/2023,CUST278,Female,37.0,Clothing,4,25,100
194,3/15/2023,CUST117,Male,19.0,Electronics,2,500,1000
195,3/17/2023,CUST442,Female,60.0,Clothing,4,25,100
196,3/17/2023,CUST590,Male,36.0,Clothing,3,300,900
197,3/17/2023,CUST607,Male,54.0,Clothing,3,25,75
198,3/18/2023,CUST436,Female,57.0,Clothing,4,30,120
199,3/18/2023,CUST942,Male,51.0,Clothing,3,500,1500
200,3/19/2023,CUST659,Female,39.0,Electronics,1,30,30
201,3/19/2023,CUST941,Female,57.0,Clothing,2,25,50
202,3/20/2023,CUST136,Male,44.0,Electronics,2,300,600
203,3/20/2023,CUST175,Female,31.0,Electronics,4,25,100
204,3/20/2023,CUST663,Male,23.0,Clothing,4,300,1200
205,3/20/2023,CUST748,Male,25.0,Clothing,3,50,150
206,3/20/2023,CUST806,Female,35.0,Beauty,3,300,900
207,3/21/2023,CUST038,Male,38.0,Beauty,4,50,200
208,3/21/2023,CUST313,Female,55.0,Beauty,3,500,1500
209,3/21/2023,CUST402,Female,41.0,Clothing,2,300,600
210,3/21/2023,CUST459,Male,28.0,Clothing,4,300,1200
211,3/22/2023,CUST161,Male,64.0,Beauty,2,500,1000
212,3/22/2023,CUST328,Male,39.0,Beauty,2,50,100
213,3/22/2023,CUST383,Female,46.0,Beauty,3,30,90
214,3/22/2023,CUST973,Male,60.0,Clothing,1,50,50
215,3/22/2023,CUST978,Female,53.0,Clothing,3,50,150
216,3/23/2023,CUST033,Female,50.0,Electronics,2,50,100
217,3/23/2023,CUST138,Male,49.0,Clothing,4,50,200
218,3/23/2023,CUST471,Male,32.0,Clothing,3,50,150
219,3/23/2023,CUST636,Female,21.0,Beauty,3,500,1500
220,3/24/2023,CUST177,Male,45.0,Beauty,2,50,100
221,3/24/2023,CUST426,Male,23.0,Electronics,3,50,150
222,3/25/2023,CUST076,Female,22.0,Electronics,2,50,100
223,3/25/2023,CUST091,Female,55.0,Electronics,1,500,500
224,3/25/2023,CUST461,Female,18.0,Beauty,2,500,1000
225,3/25/2023,CUST764,Female,40.0,Clothing,1,25,25
226,3/26/2023,CUST202,Female,34.0,Clothing,4,300,1200
227,3/26/2023,CUST301,Male,30.0,Clothing,4,30,120
228,3/26/2023,CUST703,Male,34.0,Electronics,2,50,100
229,3/27/2023,CUST294,Female,23.0,Clothing,3,30,90
230,3/27/2023,CUST760,Male,27.0,Beauty,1,500,500
231,3/28/2023,CUST575,Male,60.0,Clothing,2,50,100
232,3/29/2023,CUST088,Male,56.0,Clothing,1,500,500
233,3/30/2023,CUST975,Female,56.0,Clothing,4,50,200
234,3/31/2023,CUST553,Male,24.0,Clothing,4,300,1200
235,1/4/2023,CUST462,Male,63.0,Electronics,4,300,1200
236,1/4/2023,CUST614,Female,39.0,Beauty,4,300,1200
237,1/4/2023,CUST808,Male,33.0,Beauty,4,500,2000
238,2/4/2023,CUST166,Male,34.0,Clothing,4,500,2000
239,2/4/2023,CUST465,Female,43.0,Electronics,3,50,150
240,2/4/2023,CUST502,Male,43.0,Electronics,3,50,150
241,2/4/2023,CUST905,Male,58.0,Beauty,1,300,300
242,4/4/2023,CUST280,Female,37.0,Clothing,3,500,1500
243,4/4/2023,CUST719,Female,42.0,Clothing,2,30,60
244,4/4/2023,CUST834,Female,56.0,Beauty,6,30,180
245,5/4/2023,CUST891,Male,41.0,Electronics,3,300,900
246,5/4/2023,CUST928,Female,35.0,Clothing,4,300,1200
247,6/4/2023,CUST332,Male,58.0,Electronics,4,300,1200
248,8/4/2023,CUST255,Male,48.0,Clothing,1,30,30
249,8/4/2023,CUST275,Male,43.0,Clothing,2,500,1000
250,8/4/2023,CUST314,Male,52.0,Clothing,4,30,120
251,8/4/2023,CUST517,Female,47.0,Clothing,4,25,100
252,8/4/2023,CUST847,Female,18.0,Electronics,4,300,1200
253,9/4/2023,CUST061,Male,21.0,Beauty,4,50,200
254,9/4/2023,CUST274,Female,23.0,Clothing,2,500,1000
255,9/4/2023,CUST486,Female,35.0,Electronics,1,25,25
256,9/4/2023,CUST548,Female,51.0,Clothing,2,30,60
257,9/4/2023,CUST886,Male,37.0,Electronics,3,300,900
258,9/4/2023,CUST892,Male,20.0,Electronics,1,50,50
259,10/4/2023,CUST601,Male,19.0,Clothing,1,30,30
260,10/4/2023,CUST901,Male,31.0,Electronics,1,30,30
261,11/4/2023,CUST527,Male,57.0,Clothing,2,25,50
262,12/4/2023,CUST023,Female,35.0,Clothing,4,30,120
263,12/4/2023,CUST174,Female,39.0,Beauty,1,300,300
264,12/4/2023,CUST589,Female,36.0,Beauty,2,500,1000
265,12/4/2023,CUST774,Female,40.0,Clothing,2,25,50
266,12/4/2023,CUST1000,Male,47.0,Electronics,4,30,120
267,4/13/2023,CUST210,Male,37.0,Electronics,4,50,200
268,4/13/2023,CUST478,Female,58.0,Clothing,2,30,60
269,4/13/2023,CUST745,Male,54.0,Beauty,2,50,100
270,4/15/2023,CUST354,Female,49.0,Beauty,4,50,200
271,4/15/2023,CUST408,Female,64.0,Beauty,6,500,3000
272,4/16/2023,CUST674,Female,38.0,Clothing,1,300,300
273,4/17/2023,CUST967,Male,62.0,Beauty,1,25,25
274,4/18/2023,CUST079,Male,34.0,Beauty,1,300,300
275,4/18/2023,CUST406,Female,22.0,Beauty,4,25,100
276,4/18/2023,CUST450,Female,59.0,Beauty,5,25,125
277,4/18/2023,CUST562,Male,54.0,Electronics,2,25,50
278,4/19/2023,CUST108,Female,27.0,Beauty,3,25,75
279,4/19/2023,CUST111,Female,34.0,Electronics,3,500,1500
280,4/19/2023,CUST207,Female,42.0,Beauty,2,25,50
281,4/19/2023,CUST724,Male,61.0,Clothing,3,50,150
282,4/19/2023,CUST836,Female,22.0,Clothing,1,50,50
283,4/19/2023,CUST969,Female,40.0,Clothing,3,300,900
284,4/20/2023,CUST246,Female,48.0,Electronics,2,25,50
285,4/20/2023,CUST298,Male,27.0,Beauty,4,300,1200
286,4/20/2023,CUST374,Female,42.0,Beauty,5,25,125
287,4/20/2023,CUST572,Male,31.0,Clothing,4,500,2000
288,4/20/2023,CUST665,Male,57.0,Clothing,1,50,50
289,4/21/2023,CUST039,Male,23.0,Clothing,4,30,120
290,4/21/2023,CUST893,Male,49.0,Electronics,1,50,50
291,4/22/2023,CUST017,Female,27.0,Clothing,4,25,100
292,4/22/2023,CUST316,Female,48.0,Clothing,2,25,50
293,4/22/2023,CUST755,Female,58.0,Clothing,3,25,75
294,4/23/2023,CUST028,Female,43.0,Beauty,1,500,500
295,4/23/2023,CUST098,Female,55.0,Beauty,2,50,100
296,4/23/2023,CUST129,Female,21.0,Beauty,2,300,600
297,4/23/2023,CUST230,Male,54.0,Beauty,1,25,25
298,4/23/2023,CUST613,Female,52.0,Clothing,3,30,90
299,4/23/2023,CUST691,Female,51.0,Clothing,3,30,90
300,4/23/2023,CUST693,Male,41.0,Beauty,3,500,1500
301,4/24/2023,CUST477,Male,43.0,Clothing,4,30,120
302,4/24/2023,CUST863,Female,30.0,Electronics,2,25,50
303,4/25/2023,CUST006,Female,45.0,Beauty,1,30,30
304,4/25/2023,CUST483,Male,55.0,Clothing,1,30,30
305,4/25/2023,CUST738,Male,41.0,Clothing,2,50,100
306,4/26/2023,CUST222,Male,51.0,Clothing,4,30,120
307,4/26/2023,CUST588,Male,38.0,Electronics,2,30,60
308,4/26/2023,CUST953,Male,45.0,Beauty,3,30,90
309,4/27/2023,CUST066,Female,45.0,Electronics,1,30,30
310,4/27/2023,CUST482,Female,28.0,Clothing,4,300,1200
311,4/27/2023,CUST903,Female,51.0,Beauty,4,50,200
312,4/28/2023,CUST102,Female,47.0,Beauty,2,25,50
313,4/28/2023,CUST228,Female,59.0,Electronics,2,30,60
314,4/28/2023,CUST236,Female,54.0,Clothing,1,25,25
315,4/29/2023,CUST660,Female,38.0,Beauty,2,500,1000
316,4/29/2023,CUST884,Female,26.0,Clothing,2,30,60
317,4/29/2023,CUST987,Female,30.0,Clothing,3,300,900
318,4/30/2023,CUST018,Female,47.0,Electronics,2,25,50
319,4/30/2023,CUST069,Female,42.0,Beauty,4,25,100
320,4/30/2023,CUST995,Female,41.0,Clothing,1,30,30
321,1/5/2023,CUST337,Male,38.0,Clothing,1,500,500
322,1/5/2023,CUST585,Female,24.0,Clothing,1,25,25
323,1/5/2023,CUST652,Female,34.0,Beauty,2,50,100
324,2/5/2023,CUST242,Male,21.0,Clothing,1,25,25
325,2/5/2023,CUST293,Male,50.0,Electronics,3,30,90
326,2/5/2023,CUST460,Male,40.0,Beauty,1,50,50
327,3/5/2023,CUST188,Male,40.0,Clothing,3,25,75
328,3/5/2023,CUST357,Female,40.0,Electronics,3,25,75
329,3/5/2023,CUST646,Male,38.0,Clothing,3,30,90
330,3/5/2023,CUST749,Male,42.0,Beauty,1,30,30
331,3/5/2023,CUST974,Male,47.0,Beauty,1,30,30
332,4/5/2023,CUST190,Female,,Beauty,4,30,120
333,4/5/2023,CUST849,Male,32.0,Clothing,2,25,50
334,4/5/2023,CUST853,Male,21.0,Beauty,2,500,1000
335,5/5/2023,CUST252,Male,54.0,Electronics,1,300,300
336,5/5/2023,CUST606,Male,22.0,Electronics,1,50,50
337,5/5/2023,CUST779,Female,56.0,Electronics,2,500,1000
338,5/5/2023,CUST824,Male,63.0,Clothing,4,30,120
339,5/5/2023,CUST866,Male,24.0,Electronics,1,50,50
340,6/5/2023,CUST005,Male,30.0,Beauty,2,50,100
341,6/5/2023,CUST090,Female,51.0,Electronics,1,30,30
342,6/5/2023,CUST380,Male,56.0,Electronics,2,300,600
343,6/5/2023,CUST593,Male,35.0,Electronics,2,30,60
344,6/5/2023,CUST820,Male,49.0,Electronics,4,50,200
345,7/5/2023,CUST120,Male,60.0,Beauty,1,50,50
346,7/5/2023,CUST221,Male,39.0,Beauty,2,300,600
347,7/5/2023,CUST341,Male,31.0,Clothing,4,50,200
348,7/5/2023,CUST640,Female,51.0,Electronics,4,30,120
349,7/5/2023,CUST744,Male,40.0,Electronics,1,25,25
350,8/5/2023,CUST273,Female,22.0,Beauty,1,50,50
351,8/5/2023,CUST283,Female,18.0,Electronics,1,500,500
352,8/5/2023,CUST452,Female,48.0,Clothing,3,500,1500
353,8/5/2023,CUST469,Male,18.0,Beauty,3,25,75
354,8/5/2023,CUST620,Male,63.0,Electronics,3,25,75
355,8/5/2023,CUST946,Male,62.0,Electronics,4,500,2000
356,9/5/2023,CUST148,Male,18.0,Clothing,2,30,60
357,9/5/2023,CUST414,Male,48.0,Beauty,4,25,100
358,9/5/2023,CUST883,Male,40.0,Electronics,1,500,500
359,10/5/2023,CUST731,Male,54.0,Clothing,4,500,2000
360,10/5/2023,CUST930,Male,54.0,Clothing,4,50,200
361,11/5/2023,CUST518,Female,40.0,Clothing,1,30,30
362,12/5/2023,CUST758,Male,64.0,Clothing,4,25,100
363,5/13/2023,CUST639,Female,62.0,Beauty,4,50,200
364,5/13/2023,CUST838,Male,47.0,Electronics,2,300,600
365,5/14/2023,CUST353,Male,31.0,Electronics,1,500,500
366,5/14/2023,CUST501,Male,39.0,Electronics,2,30,60
367,5/14/2023,CUST721,Female,52.0,Clothing,1,500,500
368,5/15/2023,CUST123,Female,40.0,Electronics,2,30,60
369,5/15/2023,CUST164,Female,47.0,Beauty,3,500,1500
370,5/15/2023,CUST425,Female,55.0,Electronics,4,30,120
371,5/16/2023,CUST048,Male,54.0,Electronics,3,300,900
372,5/16/2023,CUST118,Female,30.0,Electronics,4,500,2000
373,5/16/2023,CUST203,Male,56.0,Clothing,2,500,1000
374,5/16/2023,CUST305,Female,18.0,Beauty,1,30,30
375,5/16/2023,CUST358,Female,32.0,Beauty,1,300,300
376,5/16/2023,CUST376,Female,64.0,Beauty,6,30,180
377,5/16/2023,CUST398,Female,48.0,Clothing,2,300,600
378,5/16/2023,CUST411,Male,62.0,Electronics,4,50,200
379,5/16/2023,CUST504,Female,38.0,Beauty,3,50,150
380,5/16/2023,CUST970,Male,59.0,Electronics,4,500,2000
381,5/16/2023,CUST996,Male,62.0,Clothing,1,50,50
382,5/17/2023,CUST081,Male,40.0,Electronics,1,50,50
383,5/17/2023,CUST155,Male,31.0,Electronics,4,500,2000
384,5/17/2023,CUST470,Female,57.0,Clothing,2,500,1000
385,5/18/2023,CUST106,Female,46.0,Clothing,1,50,50
386,5/18/2023,CUST818,Male,30.0,Electronics,1,500,500
387,5/19/2023,CUST094,Female,47.0,Beauty,2,500,1000
388,5/19/2023,CUST811,Male,61.0,Beauty,2,25,50
389,5/19/2023,CUST881,Male,22.0,Electronics,1,300,300
390,5/20/2023,CUST403,Male,32.0,Clothing,2,300,600
391,5/20/2023,CUST653,Male,54.0,Clothing,3,25,75
392,5/20/2023,CUST694,Female,39.0,Electronics,2,25,50
393,5/21/2023,CUST004,Male,37.0,Clothing,1,500,500
394,5/21/2023,CUST647,Male,59.0,Clothing,3,500,1500
395,5/21/2023,CUST911,Male,42.0,Electronics,3,300,900
396,5/22/2023,CUST419,Female,44.0,Clothing,3,30,90
397,5/22/2023,CUST642,Female,54.0,Clothing,4,25,100
398,5/22/2023,CUST843,Male,21.0,Beauty,3,500,1500
399,5/22/2023,CUST895,Female,55.0,Clothing,4,30,120
400,5/23/2023,CUST031,Male,44.0,Electronics,4,300,1200
401,5/23/2023,CUST037,Female,18.0,Beauty,3,25,75
402,5/23/2023,CUST072,Female,20.0,Electronics,4,500,2000
403,5/23/2023,CUST243,Female,47.0,Electronics,3,300,900
404,5/23/2023,CUST281,Female,29.0,Beauty,4,500,2000
405,5/23/2023,CUST489,Male,44.0,Electronics,1,30,30
406,5/23/2023,CUST491,Female,60.0,Electronics,3,300,900
407,5/23/2023,CUST729,Male,29.0,Clothing,4,300,1200
408,5/23/2023,CUST822,Female,52.0,Beauty,3,50,150
409,5/24/2023,CUST840,Male,62.0,Clothing,2,25,50
410,5/25/2023,CUST404,Male,46.0,Electronics,2,500,1000
411,5/25/2023,CUST899,Male,26.0,Clothing,2,300,600
412,5/25/2023,CUST990,Female,58.0,Beauty,6,500,3000
413,5/26/2023,CUST382,Female,53.0,Clothing,2,500,1000
414,5/26/2023,CUST578,Female,54.0,Clothing,4,30,120
415,5/26/2023,CUST923,Male,32.0,Beauty,3,300,900
416,5/27/2023,CUST307,Female,26.0,Electronics,2,25,50
417,5/27/2023,CUST561,Female,64.0,Clothing,4,500,2000
418,5/27/2023,CUST651,Male,51.0,Clothing,3,50,150
419,5/28/2023,CUST988,Female,63.0,Clothing,3,25,75
420,5/29/2023,CUST067,Female,48.0,Beauty,4,300,1200
421,5/30/2023,CUST915,Female,26.0,Beauty,3,30,90
422,5/30/2023,CUST985,Female,19.0,Electronics,2,25,50
423,5/31/2023,CUST056,Female,26.0,Clothing,3,300,900
424,5/31/2023,CUST159,Male,26.0,Clothing,4,50,200
425,5/31/2023,CUST862,Male,28.0,Electronics,4,300,1200
426,1/6/2023,CUST315,Male,47.0,Clothing,2,30,60
427,1/6/2023,CUST545,Male,27.0,Clothing,2,25,50
428,1/6/2023,CUST902,Female,54.0,Beauty,1,50,50
429,2/6/2023,CUST170,Female,25.0,Clothing,2,25,50
430,2/6/2023,CUST685,Male,57.0,Electronics,2,25,50
431,2/6/2023,CUST958,Male,62.0,Electronics,2,25,50
